Country,Code,Year,GDP_per_capita
Serbia,SRB,2000,6059.583
Serbia,SRB,2001,6542.6797
Serbia,SRB,2002,7155.576
Serbia,SRB,2003,7637.832
Serbia,SRB,2004,8512.168
Serbia,SRB,2005,9198.414
Serbia,SRB,2006,9902.426
Serbia,SRB,2007,10768.942
Serbia,SRB,2008,11650.228
Serbia,SRB,2009,11576.589
Serbia,SRB,2010,11963.555
Serbia,SRB,2011,12463
Serbia,SRB,2012,12438.256
Serbia,SRB,2013,12860.451
Serbia,SRB,2014,12717.727
Serbia,SRB,2015,13013.854
Serbia,SRB,2016,13518.949
Serbia,SRB,2017,13876.65
Serbia,SRB,2018,14579.859
Serbia,SRB,2019,15293.246
Serbia,SRB,2020,15256.421
Serbia,SRB,2021,16563.828
Serbia,SRB,2022,17097.686
Singapore,SGP,2000,37772.758
Singapore,SGP,2001,36864.574
Singapore,SGP,2002,37829.906
Singapore,SGP,2003,38950.746
Singapore,SGP,2004,42111.168
Singapore,SGP,2005,44698.84
Singapore,SGP,2006,48073.59
Singapore,SGP,2007,51844.062
Singapore,SGP,2008,52180.17
Singapore,SGP,2009,51344.477
Singapore,SGP,2010,58612.73
Singapore,SGP,2011,61672
Singapore,SGP,2012,62855.523
Singapore,SGP,2013,64821.926
Singapore,SGP,2014,66498.555
Singapore,SGP,2015,67673.94
Singapore,SGP,2016,69211.05
Singapore,SGP,2017,72292.04
Singapore,SGP,2018,74518.15
Singapore,SGP,2019,74649.734
Singapore,SGP,2020,71964.7
Singapore,SGP,2021,77945.484
Singapore,SGP,2022,80320.086
South Africa,ZAF,2000,7582.7783
South Africa,ZAF,2001,7839.6255
South Africa,ZAF,2002,8171.2065
South Africa,ZAF,2003,8451.452
South Africa,ZAF,2004,8877.921
South Africa,ZAF,2005,9393.693
South Africa,ZAF,2006,9978.471
South Africa,ZAF,2007,10576.291
South Africa,ZAF,2008,10977.146
South Africa,ZAF,2009,10873.046
South Africa,ZAF,2010,11318.6045
South Africa,ZAF,2011,11838
South Africa,ZAF,2012,11938.226
South Africa,ZAF,2013,12048.068
South Africa,ZAF,2014,12034.149
South Africa,ZAF,2015,12009.91
South Africa,ZAF,2016,11908.111
South Africa,ZAF,2017,11867.522
South Africa,ZAF,2018,11873.3
South Africa,ZAF,2019,11739.936
South Africa,ZAF,2020,10839.133
South Africa,ZAF,2021,11273.159
South Africa,ZAF,2022,11415.887
South Korea,KOR,2000,23108.018
South Korea,KOR,2001,23804.438
South Korea,KOR,2002,25250.637
South Korea,KOR,2003,25679.246
South Korea,KOR,2004,26646.504
South Korea,KOR,2005,27443.283
South Korea,KOR,2006,28516.484
South Korea,KOR,2007,29716.57
South Korea,KOR,2008,30117.729
South Korea,KOR,2009,29967.562
South Korea,KOR,2010,31537.773
South Korea,KOR,2011,32225
South Korea,KOR,2012,32826.48
South Korea,KOR,2013,33711.656
South Korea,KOR,2014,34573.09
South Korea,KOR,2015,35357.52
South Korea,KOR,2016,36255.24
South Korea,KOR,2017,37296.047
South Korea,KOR,2018,38214.324
South Korea,KOR,2019,38935.992
South Korea,KOR,2020,38606.984
South Korea,KOR,2021,40277.953
South Korea,KOR,2022,41320.9
Spain,ESP,2000,26994.86
Spain,ESP,2001,28153.553
Spain,ESP,2002,28753.322
Spain,ESP,2003,29371.865
Spain,ESP,2004,30088.092
Spain,ESP,2005,30885.602
Spain,ESP,2006,31907.424
Spain,ESP,2007,32735.434
Spain,ESP,2008,32844.324
Spain,ESP,2009,31669.691
Spain,ESP,2010,31786.404
Spain,ESP,2011,31600
Spain,ESP,2012,30645.215
Spain,ESP,2013,30327.451
Spain,ESP,2014,30842.184
Spain,ESP,2015,32057.098
Spain,ESP,2016,33002.676
Spain,ESP,2017,33924.137
Spain,ESP,2018,34553.625
Spain,ESP,2019,34957.465
Spain,ESP,2020,30834.514
Spain,ESP,2021,32553.05
Spain,ESP,2022,34123.387
Sri Lanka,LKA,2000,5841.094
Sri Lanka,LKA,2001,5620.966
Sri Lanka,LKA,2002,5721.3086
Sri Lanka,LKA,2003,5963.57
Sri Lanka,LKA,2004,6191.9663
Sri Lanka,LKA,2005,6491.198
Sri Lanka,LKA,2006,6904.036
Sri Lanka,LKA,2007,7283.6323
Sri Lanka,LKA,2008,7622.4087
Sri Lanka,LKA,2009,7796.6475
Sri Lanka,LKA,2010,8319.703
Sri Lanka,LKA,2011,8918
Sri Lanka,LKA,2012,9599.045
Sri Lanka,LKA,2013,9898.523
Sri Lanka,LKA,2014,10437.811
Sri Lanka,LKA,2015,10784.185
Sri Lanka,LKA,2016,11236.119
Sri Lanka,LKA,2017,11868.202
Sri Lanka,LKA,2018,12051.547
Sri Lanka,LKA,2019,11939.55
Sri Lanka,LKA,2020,11447.249
Sri Lanka,LKA,2021,11751.948
Sri Lanka,LKA,2022,10705.481
Switzerland,CHE,2000,43251.105
Switzerland,CHE,2001,44398.64
Switzerland,CHE,2002,44934.316
Switzerland,CHE,2003,45441.598
Switzerland,CHE,2004,47263.598
Switzerland,CHE,2005,49273.902
Switzerland,CHE,2006,51862.965
Switzerland,CHE,2007,54509.54
Switzerland,CHE,2008,56054.883
Switzerland,CHE,2009,55171.5
Switzerland,CHE,2010,57219.5
Switzerland,CHE,2011,58686
Switzerland,CHE,2012,58750.938
Switzerland,CHE,2013,59120.062
Switzerland,CHE,2014,59775.54
Switzerland,CHE,2015,60070.867
Switzerland,CHE,2016,60647.64
Switzerland,CHE,2017,60903.223
Switzerland,CHE,2018,62185.477
Switzerland,CHE,2019,62448.598
Switzerland,CHE,2020,60521.26
Switzerland,CHE,2021,62595.31
Switzerland,CHE,2022,63323.254
Syria,SYR,2000,7668.072
Syria,SYR,2001,7509.304
Syria,SYR,2002,7529.7017
Syria,SYR,2003,6986.524
Syria,SYR,2004,7051.4287
Syria,SYR,2005,7037.7183
Syria,SYR,2006,6901.778
Syria,SYR,2007,6779.537
Syria,SYR,2008,6600.379
Syria,SYR,2009,6586.5186
Syria,SYR,2010,6520.6123
Syria,SYR,2011,5979
Syria,SYR,2012,4443.686
Syria,SYR,2013,3487.681
Syria,SYR,2014,3384.4143
Syria,SYR,2015,3464.0376
Syria,SYR,2016,3380.5535
Syria,SYR,2017,3422.1772
Syria,SYR,2018,3418.6953
Syria,SYR,2019,3385.4192
Syria,SYR,2020,2903.7397
Syria,SYR,2021,2682.3398
Syria,SYR,2022,2494.7612
Turkey,TUR,2000,11904.008
Turkey,TUR,2001,10950.992
Turkey,TUR,2002,11753.953
Turkey,TUR,2003,12380.207
Turkey,TUR,2004,13423.795
Turkey,TUR,2005,14487.758
Turkey,TUR,2006,15425.188
Turkey,TUR,2007,16090.835
Turkey,TUR,2008,16182.732
Turkey,TUR,2009,15188.421
Turkey,TUR,2010,16528.12
Turkey,TUR,2011,17919
Turkey,TUR,2012,18539.223
Turkey,TUR,2013,19855.717
Turkey,TUR,2014,20557.4
Turkey,TUR,2015,21519.33
Turkey,TUR,2016,21937.162
Turkey,TUR,2017,23278.996
Turkey,TUR,2018,23650.49
Turkey,TUR,2019,23497.504
Turkey,TUR,2020,23721.88
Turkey,TUR,2021,26175.93
Turkey,TUR,2022,27361.988
United Arab Emirates,ARE,2000,48888.03
United Arab Emirates,ARE,2001,51263.375
United Arab Emirates,ARE,2002,54077.47
United Arab Emirates,ARE,2003,59823.266
United Arab Emirates,ARE,2004,64925.67
United Arab Emirates,ARE,2005,65599.055
United Arab Emirates,ARE,2006,67830.93
United Arab Emirates,ARE,2007,65412.8
United Arab Emirates,ARE,2008,63862.086
United Arab Emirates,ARE,2009,58860.535
United Arab Emirates,ARE,2010,60112.402
United Arab Emirates,ARE,2011,65307
United Arab Emirates,ARE,2012,66007
United Arab Emirates,ARE,2013,66825.305
United Arab Emirates,ARE,2014,67791.39
United Arab Emirates,ARE,2015,71319.61
United Arab Emirates,ARE,2016,74292.95
United Arab Emirates,ARE,2017,73973.29
United Arab Emirates,ARE,2018,74206.484
United Arab Emirates,ARE,2019,74396.14
United Arab Emirates,ARE,2020,70188.27
United Arab Emirates,ARE,2021,72460.04
United Arab Emirates,ARE,2022,77203.67
United Kingdom,GBR,2000,31946.037
United Kingdom,GBR,2001,32660.441
United Kingdom,GBR,2002,33271.3
United Kingdom,GBR,2003,34232.426
United Kingdom,GBR,2004,34865.78
United Kingdom,GBR,2005,35623.625
United Kingdom,GBR,2006,36214.07
United Kingdom,GBR,2007,36816.676
United Kingdom,GBR,2008,36264.79
United Kingdom,GBR,2009,34402.36
United Kingdom,GBR,2010,34754.473
United Kingdom,GBR,2011,34971
United Kingdom,GBR,2012,35243.64
United Kingdom,GBR,2013,35660.56
United Kingdom,GBR,2014,36521.86
United Kingdom,GBR,2015,37101.227
United Kingdom,GBR,2016,37593.906
United Kingdom,GBR,2017,38283.938
United Kingdom,GBR,2018,38704.6
United Kingdom,GBR,2019,39113.01
United Kingdom,GBR,2020,34651.184
United Kingdom,GBR,2021,37134.33
United Kingdom,GBR,2022,38406.53
United States,USA,2000,45886.47
United States,USA,2001,45878.008
United States,USA,2002,46266.297
United States,USA,2003,47157.996
United States,USA,2004,48492.72
United States,USA,2005,49654.76
United States,USA,2006,50489.86
United States,USA,2007,50901.746
United States,USA,2008,50275.746
United States,USA,2009,48452.934
United States,USA,2010,49266.914
United States,USA,2011,49675
United States,USA,2012,50436.434
United States,USA,2013,51010.797
United States,USA,2014,51796.62
United States,USA,2015,52808.152
United States,USA,2016,53301.016
United States,USA,2017,54152.363
United States,USA,2018,55454.668
United States,USA,2019,56469.26
United States,USA,2020,54379.207
United States,USA,2021,57522.703
United States,USA,2022,58487.465
Zimbabwe,ZWE,2000,2211.1963
Zimbabwe,ZWE,2001,2193.7385
Zimbabwe,ZWE,2002,2025.3177
Zimbabwe,ZWE,2003,1700.9558
Zimbabwe,ZWE,2004,1604.503
Zimbabwe,ZWE,2005,1496.0343
Zimbabwe,ZWE,2006,1455.7286
Zimbabwe,ZWE,2007,1422.1553
Zimbabwe,ZWE,2008,1197.5261
Zimbabwe,ZWE,2009,1285.0466
Zimbabwe,ZWE,2010,1401.8566
Zimbabwe,ZWE,2011,1515
Zimbabwe,ZWE,2012,1749.8566
Zimbabwe,ZWE,2013,1766.3789
Zimbabwe,ZWE,2014,1789.0048
Zimbabwe,ZWE,2015,1798.7872
Zimbabwe,ZWE,2016,1782.8301
Zimbabwe,ZWE,2017,1843.9463
Zimbabwe,ZWE,2018,1900.1992
Zimbabwe,ZWE,2019,1753.0244
Zimbabwe,ZWE,2020,1585.9728
Zimbabwe,ZWE,2021,1687.2532
Zimbabwe,ZWE,2022,1703.5294
